,,Unnamed: 0,Unnamed: 0.1,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num
121,121,184,276,Women in Trouble,2009,3,USA,Comedy,Rated,92,2009-11-13,Sebastian Gutierrez,"['Carla Gugino', ' Adrianne Palicki', ' Dan Mailley']",English,5.8,18097.0,9750709587.0,2099450726.0,29
122,122,185,277,The Women on the 6th Floor,2010,17,France,Comedy,Unrated,102,2011-10-07,Philippe Le Guay,"['Fabrice Luchini', ' Sandrine Kiberlain', ' Natalia Verbeke']",French,7.1,719823.0,10589599184.0,1376087969.0,38
123,123,186,279,The Women's Balcony,2016,34,Israel,Comedy,Rated,96,2017-03-03,Emil Ben-Shimon,"['Evelin Hagoel', ' Igal Naor', ' Orna Banai']",Hebrew,7.1,1194092.0,11216236720.0,1302997778.0,36
124,124,187,280,!Women Art Revolution,2010,4,USA,Documentary,Rated,83,2011-06-01,Lynn Hershman-Leeson,['Lynn Hershman-Leeson'],English,6.8,52681.0,10589599184.0,93825307.0,30
125,125,188,281,Won't Back Down,2012,2517,USA,Drama,Rated,121,2012-09-28,Daniel Barnz,"['Maggie Gyllenhaal', ' Viola Davis', ' Oscar Isaac']",English,6.4,5310554.0,10187347362.0,1490190858.0,43
126,126,189,282,Wonder Woman,2017,0,Hong Kong,Action,Rated,141,2017-11-17,Patty Jenkins,"['Gal Gadot', ' Chris Pine', ' Connie Nielsen']",English,7.6,0.0,11216236720.0,2297451379.0,21
127,127,191,284,The Wonder of It All,2007,39,USA,Documentary,Rated,82,2009-07-17,Jeffrey Roth,"['Eugene Cernan', ' Yuri Gagarin', ' John F. Kennedy']",English,7.2,781016.0,9750709587.0,87432868.0,26
128,128,192,285,Wonder Wheel,2017,0,USA,Drama,Rated,101,2017-12-01,Woody Allen,"['Jim Belushi', ' Juno Temple', ' Justin Timberlake']",English,6.2,0.0,11216236720.0,1339173437.0,22
129,129,193,286,Wonder Woman,2017,4165,Hong Kong,Action,Rated,141,2017-06-02,Patty Jenkins,"['Gal Gadot', ' Chris Pine', ' Connie Nielsen']",English,7.6,412563408.0,11216236720.0,2297451379.0,46
130,130,194,288,Wonderful Town,2007,1,Thailand,Drama,Unrated,92,2008-07-18,Aditya Assarat,"['Anchalee Saisoontorn', ' Supphasit Kansen', ' Dul Yaambunying']",Thai,6.6,4487.0,9767268194.0,1293680617.0,24
131,131,195,289,Wonderful World,2009,4,USA,Drama,Rated,89,2010-01-08,Joshua Goldin,"['Matthew Broderick', ' Sanaa Lathan', ' Michael Kenneth Williams']",English,6.2,9309.0,10639535233.0,1834327761.0,16
132,132,196,291,The Wonders,2014,15,Italy,Drama,Unrated,110,2015-10-30,Alice Rohrwacher,"['Alba Rohrwacher', ' Maria Alexandra Lungu', ' Sam Louwyck']",Italian,6.6,73378.0,10354970864.0,1679582816.0,53
133,133,197,292,Wonderstruck,2017,261,USA,Drama,Rated,117,2017-10-20,Todd Haynes,"['Millicent Simmonds', ' Julianne Moore', ' Cory Michael Smith']",English,6.9,580042.0,11216236720.0,1339173437.0,47
134,134,199,296,Woodlawn,2015,1553,USA,Drama,Rated,123,2015-10-16,Andrew Erwin,"['Sean Astin', ' Nic Bishop', ' Caleb Castille']",English,6.5,14394097.0,10354970864.0,1679582816.0,53
135,135,200,297,The Woodmans,2010,3,USA,Documentary,Unrated,82,2011-01-19,Scott Willis,"['Francesca Woodman', ' George Woodman', ' Betty Woodman']",English,7.0,46623.0,10589599184.0,93825307.0,23
136,136,204,302,The Word,2014,1,Poland,Drama,Rated,97,2014-03-14,Anna Kazejak,"['Eliza Rycembel', ' Mateusz Wieclawek', ' Magdalena Poplawska']",Polish,5.1,3648.0,10893180888.0,1338281892.0,47
137,137,207,305,The Words,2012,2801,USA,Drama,Rated,102,2012-09-07,Brian Klugman,"['Dennis Quaid', ' John Hannah', ' Jeremy Irons']",English,7.1,11494838.0,10187347362.0,1490190858.0,43
138,138,208,307,Words and Pictures,2013,216,USA,Comedy,Rated,111,2014-05-23,Fred Schepisi,"['Clive Owen', ' Juliette Binoche', ' Bruce Davison']",English,6.6,2171257.0,10893180888.0,1619719448.0,41
139,139,210,309,The Work,2017,2,USA,Documentary,Rated,89,2017-10-27,Jairus McLeary,['nan'],English,8.2,5853.0,11216236720.0,50850748.0,47
140,140,217,322,The World of Kanako,2014,12,Japan,Drama,Unrated,118,2015-12-04,Tetsuya Nakashima,"['Kôji Yakusho', ' Nana Komatsu', ' Satoshi Tsumabuki']",Japanese,6.6,16627.0,10354970864.0,1679582816.0,34
141,141,220,325,The World Unseen,2007,3,South Africa,Drama,Rated,93,2008-11-07,Shamim Sarif,"['Lisa Ray', ' Sheetal Sheth', ' Parvin Dabas']",English,6.8,17808.0,9767268194.0,1293680617.0,22
142,142,221,326,World War Z,2013,3607,USA,Action,Rated,116,2013-06-21,Marc Forster,"['Brad Pitt', ' Mireille Enos', ' Daniella Kertesz']",English,7.0,202359711.0,11041914748.0,2219810902.0,41
143,144,223,328,The World's End,2013,1553,UK,Action,Rated,109,2013-08-23,Edgar Wright,"['Thomas Law', ' Zachary Bailess', ' Jasper Levine']",English,7.0,26004851.0,11041914748.0,2219810902.0,44
144,145,225,330,World's Greatest Dad,2009,30,USA,Comedy,Rated,99,2009-08-21,Bobcat Goldthwait,"['Robin Williams', ' Daryl Sabara', ' Morgan Murphy']",English,6.9,221805.0,9750709587.0,2099450726.0,24
145,146,226,331,Worlds Apart,2015,2,Greece,Drama,Rated,113,2017-01-13,Christopher Papakaliatis,"['J.K. Simmons', ' Christopher Papakaliatis', ' Andrea Osvárt']",Greek,7.6,60298.0,11216236720.0,1339173437.0,33
146,147,227,332,The Worst Movie Ever!,2011,2,USA,Action,Rated,76,2011-08-19,Glenn Berggoetz,"['Glenn Berggoetz', ' Eileen Barker', ' Stuart Goldstein']",English,4.3,25206.0,10589599184.0,1491832495.0,38
147,148,228,334,The Wound,2017,2,South Africa,Drama,Rated,88,2017-03-15,John Trengove,"['Nakhane Touré', ' Bongile Mantsai', ' Niza Jay']",Xhosa,7.1,30678.0,11216236720.0,1339173437.0,36
148,149,229,336,Mi America,2015,1,USA,Crime,Rated,90,2015-10-16,Robert Fontaine,"['Robert Fontaine', ' Michael Brainard', ' Grant Boyd']",English,7.0,3330.0,10354970864.0,,53
149,150,230,338,MI-5,2015,0,UK,Action,Rated,104,2015-12-04,Bharat Nalluri,"['Michael Wildman', ' Tuppence Middleton', ' Geoffrey Streatfeild']",English,6.2,0.0,10354970864.0,2268082751.0,34
150,151,231,339,Mia and the Migoo,2008,1,France,Animation,Rated,92,2011-03-25,Jacques-Rémy Girerd,"['Dany Boon', ' John DiMaggio', ' Garance Lagraa']",French,6.7,16975.0,10589599184.0,,30
151,152,232,340,Mia Madre,2015,35,Italy,Drama,Rated,106,2016-08-26,Nanni Moretti,"['Margherita Buy', ' John Turturro', ' Giulia Lazzarini']",Italian,6.8,303002.0,11149116327.0,2060252692.0,44
152,153,234,344,"Léchez-nous, Miaou, Miaou!",2015,34,Switzerland,Short,Rated,16,2004-02-25,Marie de Maricourt,"['Nadia Sadji', ' Yoram Gué', ' Marie Colin']",French,,256770.0,,,1
153,154,235,345,Partners in Time: The Making of 'MIB 3',2012,4248,USA,Short,Rated,0,2012-05-25,,['nan'],English,6.1,179020854.0,10187347362.0,,34
154,155,236,347,Michael Clayton,2007,2585,USA,Crime,Rated,119,2007-10-05,Tony Gilroy,"['Tom Wilkinson', "" Michael O'Keefe"", ' Sydney Pollack']",English,7.3,49033882.0,9190502983.0,,31
155,156,237,349,All Access: Making Michael Jackson's This Is It,2010,3481,USA,Documentary,Rated,0,2009-10-28,,"['Alex Al', ' Michael Bearden', ' Paul Gongaware']",English,8.2,72091016.0,9750709587.0,87432868.0,37
156,157,238,350,Michael Moore in TrumpLand,2016,51,USA,Documentary,Unrated,73,2016-10-19,Michael Moore,"['Michael Moore', ' Hillary Clinton', ' Donald J. Trump']",English,5.9,149090.0,11149116327.0,65052467.0,46
157,158,239,353,Micmacs,2009,52,France,Action,Rated,105,2010-05-28,Jean-Pierre Jeunet,"['Dany Boon', ' André Dussollier', ' Yolande Moreau']",French,7.2,1262079.0,10639535233.0,2041030428.0,29
158,159,240,354,Microbe & Gasoline,2015,9,France,Adventure,Rated,105,2016-07-01,Michel Gondry,"['Ange Dargent', ' Théophile Baquet', ' Diane Besnier']",French,6.7,63802.0,11149116327.0,3051739355.0,42
159,160,241,356,Mid-August Lunch,2008,23,Italy,Comedy,Unrated,75,2010-03-17,Gianni Di Gregorio,"['Valeria De Franciscis', ' Marina Cacciotti', ' Maria Calì']",Italian,7.0,675299.0,10639535233.0,1435263724.0,26
160,161,242,357,Middle Men,2009,252,USA,Comedy,Rated,105,2010-08-06,George Gallo,"['Luke Wilson', ' Giovanni Ribisi', ' Gabriel Macht']",English,6.6,754301.0,10639535233.0,1435263724.0,26
161,163,244,359,Middle School: The Worst Years of My Life,2016,2822,USA,Animation,Rated,92,2016-10-07,Steve Carr,"['Griffin Gluck', ' Lauren Graham', ' Alexa Nisenson']",English,6.1,20007149.0,11149116327.0,,46
162,164,245,360,Midget Zombie Takeover,2013,3,USA,Comedy,Unrated,73,2013-02-08,Glenn Berggoetz,"['Kristi McKay', "" Matt 'Goose' Goosherst"", ' Kedryn Carpenter']",English,6.2,10604.0,11041914748.0,1050654625.0,24
163,165,246,365,Midnight Eagle,2007,3,Japan,Action,Rated,132,2007-11-23,Izuru Narushima,"['Tatsuya Fuji', ' Yoshihiko Hakamada', ' Ken Ishiguro']",Japanese,4.8,7116.0,9190502983.0,1007869230.0,27
164,166,247,367,Midnight in Paris,2011,1038,Spain,Comedy,Rated,94,2011-05-20,Woody Allen,"['Owen Wilson', ' Rachel McAdams', ' Kurt Fuller']",English,7.7,56817045.0,10589599184.0,1376087969.0,28
165,167,248,369,The Midnight Meat Train,2008,102,USA,Horror,Rated,100,2008-08-01,Ryûhei Kitamura,"['Bradley Cooper', ' Leslie Bibb', ' Brooke Shields']",English,6.1,83361.0,9767268194.0,693523435.0,34
166,168,249,371,Midnight Special,2016,521,USA,Drama,Rated,112,2016-03-18,Jeff Nichols,"['Michael Shannon', ' Joel Edgerton', ' Kirsten Dunst']",English,6.7,3712282.0,11149116327.0,2060252692.0,42
167,169,250,373,Midnight's Children,2012,17,Canada,Drama,Rated,146,2013-04-26,Deepa Mehta,"['Rajat Kapoor', ' Vansh Bhardwaj', ' Anupam Kher']",English,6.2,190022.0,11041914748.0,1670662348.0,37
168,170,251,374,Midsummer in Newtown,2016,0,USA,Documentary,Rated,81,2017-01-27,Lloyd Kramer,['nan'],English,6.6,0.0,11216236720.0,50850748.0,33
169,171,252,377,The Midwife,2017,44,France,Drama,Unrated,117,2017-07-21,Martin Provost,"['Catherine Deneuve', ' Catherine Frot', ' Olivier Gourmet']",French,6.9,603582.0,11216236720.0,1339173437.0,28
170,172,253,380,Mifune: The Last Samurai,2015,9,Japan,Documentary,Unrated,80,2016-11-25,Steven Okazaki,"['Wataru Akashi', ' Kyôko Kagawa', ' Takeshi Katô']",English,7.3,62279.0,11149116327.0,65052467.0,35
171,173,254,384,A Mighty Heart,2007,1355,USA,Biography,Rated,108,2007-06-22,Michael Winterbottom,"['Dan Futterman', ' Angelina Jolie', ' Archie Panjabi']",English,6.7,9176787.0,9190502983.0,,15
172,174,255,386,The Mighty Macs,2009,975,USA,Drama,Rated,99,2011-10-21,Tim Chambers,"['Carla Gugino', ' Marley Shelton', ' Ellen Burstyn']",English,6.5,1891936.0,10589599184.0,1687447132.0,38
173,175,257,390,Mike and Dave Need Wedding Dates,2016,3008,USA,Adventure,Rated,98,2016-07-08,Jake Szymanski,"['Zac Efron', ' Adam Devine', ' Anna Kendrick']",Chinese,6.0,46009673.0,11149116327.0,3051739355.0,42
174,176,259,394,Miles,2016,2,USA,Comedy,Unrated,90,2017-06-09,Nathan Adloff,"['Missi Pyle', ' Stephen Root', ' Yeardley Smith']",English,5.4,2537.0,11216236720.0,1302997778.0,46
175,177,260,395,Miles Ahead,2015,527,USA,Biography,Rated,100,2016-04-01,Don Cheadle,"['Don Cheadle', ' Ewan McGregor', ' Emayatzy Corinealdi']",English,6.4,2610896.0,11149116327.0,,51
176,178,262,398,Milk,2008,882,USA,Biography,Rated,128,2008-11-26,Gus Van Sant,"['Sean Penn', ' Emile Hirsch', ' Josh Brolin']",English,7.6,31841299.0,9767268194.0,,22
177,179,264,401,The Milk of Sorrow,2009,2,Spain,Drama,Rated,94,2010-08-27,Claudia Llosa,"['Magaly Solier', ' Susi Sánchez', ' Efraín Solís']",Spanish,6.7,10462.0,10639535233.0,1834327761.0,26
178,180,265,402,The Mill and the Cross,2011,17,Poland,Drama,Rated,92,2011-09-14,Lech Majewski,"['Rutger Hauer', ' Michael York', ' Charlotte Rampling']",English,6.9,312187.0,10589599184.0,1687447132.0,43
179,181,268,407,Million Dollar Arm,2014,3019,USA,Biography,Rated,124,2014-05-16,Craig Gillespie,"['Jon Hamm', ' Pitobash', ' Suraj Sharma']",English,7.0,36457627.0,10893180888.0,,41
180,182,271,412,A Million Ways to Die in the West,2014,3160,USA,Comedy,Rated,116,2014-05-30,Seth MacFarlane,"['Seth MacFarlane', ' Charlize Theron', ' Amanda Seyfried']",English,6.1,43139300.0,10893180888.0,1619719448.0,41
181,183,274,416,Mind Games,2014,0,USA,Drama,Rated,60,1989-03-03,,"['Christian Slater', ' Steve Zahn', ' Megalyn Echikunwoke']",English,6.4,85085.0,,,4
182,184,275,417,Mind the Gap,2007,1,Sweden,Comedy,Rated,103,2004-09-24,Helena Bergström,"['Rakel Wärmländer', ' Nina Zanjani', ' Korhan Abay']",Swedish,5.1,10637.0,,,3
183,186,278,421,Mine,2016,26,USA,Thriller,Unrated,106,2017-04-07,Fabio Guaglione,"['Armie Hammer', ' Annabelle Wallis', ' Tom Cullen']",English,5.9,0.0,11216236720.0,,38
184,187,279,422,Minecraft: The Story of Mojang,2012,0,USA,Documentary,Unrated,98,2019-05-24,Paul Owens,"['Jens Bergensten', ' Jonathan Blow', ' Lewis Brindley']",Swedish,7.2,0.0,,,1
185,188,280,423,The Miners' Hymns,2010,1,UK,Drama,Unrated,52,2012-02-08,Bill Morrison,['nan'],English,7.2,6051.0,10187347362.0,1490190858.0,29
186,189,282,425,Minimalism: A Documentary About the Important Things,2015,80,USA,Documentary,Rated,79,2016-05-24,Matt D'Avella,"['Dan Harris', ' Joshua Becker', ' Shannon Whitehead']",English,6.7,261865.0,11149116327.0,65052467.0,32
187,190,283,426,Minions,2015,4311,USA,Animation,Rated,91,2015-07-10,Kyle Balda,"['Sandra Bullock', ' Jon Hamm', ' Michael Keaton']",English,6.4,336045770.0,10354970864.0,,35
188,191,284,428,The Ministers,2009,2,USA,Crime,Rated,89,2009-10-16,Franc. Reyes,"['John Leguizamo', ' Harvey Keitel', ' Florencia Lozano']",English,4.5,4447.0,9750709587.0,,37
189,192,287,432,The Miracle,2015,41,Turkey,Drama,Rated,136,1991-07-03,Mahsun Kirmizigül,"['Mahsun Kirmizigül', ' Cezmi Baskin', ' Senay Gürler']",Turkish,7.4,835519.0,,,4
190,193,288,433,Miracle at St. Anna,2008,1185,USA,Action,Rated,160,2008-09-26,Spike Lee,"['Derek Luke', ' Michael Ealy', ' Laz Alonso']",English,6.0,7919117.0,9767268194.0,1481747614.0,30
191,194,289,434,A Miracle in Spanish Harlem,2013,0,USA,Drama,Rated,0,2013-12-06,Derek Partridge,"['Kate del Castillo', ' Luis Antonio Ramos', ' Adrian Martinez']",English,7.6,0.0,11041914748.0,1670662348.0,27
192,195,290,441,Miracles from Heaven,2016,3155,USA,Biography,Rated,109,2016-03-16,Patricia Riggen,"['Jennifer Garner', ' Kylie Rogers', ' Martin Henderson']",English,7.0,61705123.0,11149116327.0,,42
193,196,291,443,Miral,2010,29,France,Drama,Rated,112,2011-03-25,Julian Schnabel,"['Hiam Abbass', ' Asma Al Shiukhy', ' Neemeh Khalil']",English,6.3,373420.0,10589599184.0,1687447132.0,30
194,197,292,447,Mirror Mirror,2012,3618,USA,Adventure,Rated,106,2012-03-30,Tarsem Singh,"['Julia Roberts', ' Lily Collins', ' Armie Hammer']",English,5.6,64935167.0,10187347362.0,2824412451.0,49
195,198,294,449,Mirrors,2008,2664,USA,Horror,Rated,110,2008-08-15,Alexandre Aja,"['Kiefer Sutherland', ' Paula Patton', ' Cameron Boyce']",English,6.2,30691439.0,9767268194.0,693523435.0,34
196,199,295,450,Mirzya,2016,95,India,Drama,Rated,129,2016-10-07,Rakeysh Omprakash Mehra,"['Harshvardhan Kapoor', ' Saiyami Kher', ' Art Malik']",Hindi,4.6,0.0,11149116327.0,2060252692.0,46
197,200,296,452,Misconceptions,2008,2,USA,Comedy,Rated,95,2010-01-22,Ron Satlof,"['Elliot Swift', ' David Sutcliffe', ' A.J. Cook']",English,4.8,6892.0,10639535233.0,1435263724.0,16
198,201,297,454,Misery Loves Comedy,2015,8,USA,Documentary,Rated,94,2015-04-24,Kevin Pollak,"['Jason Alexander', ' Judd Apatow', ' Scott Aukerman']",English,6.2,19634.0,10354970864.0,88392417.0,45
199,202,298,456,Miss Conception,2008,3,UK,Comedy,Rated,104,2008-06-06,Eric Styles,"['Heather Graham', ' Mia Kirshner', ' Tom Ellis']",English,4.6,2134.0,9767268194.0,1427703732.0,29
200,203,301,460,Miss Hill: Making Dance Matter,2014,1,USA,Documentary,Rated,84,2015-01-23,Greg Vander Veer,"['Robert Battle', ' Diana Byer', ' Trevor Carlson']",English,7.6,4706.0,10354970864.0,88392417.0,33
201,204,302,461,Miss Hokusai,2015,84,Japan,Animation,Rated,93,2016-10-14,Keiichi Hara,"['Erica Lindbeck', ' Anne Watanabe', ' Richard Epcar']",Japanese,6.7,222670.0,11149116327.0,,46
202,205,303,462,Miss India America,2015,3,USA,Comedy,Rated,95,2016-03-24,Ravi Kapoor,"['Tiya Sircar', ' Hannah Simone', ' Kosha Patel']",English,5.5,1598.0,11149116327.0,1321791183.0,42
203,206,304,463,Miss Julie,2014,0,Norway,Drama,Rated,129,1999-12-10,Liv Ullmann,"['Jessica Chastain', ' Colin Farrell', ' Samantha Morton']",English,5.5,43941.0,,,1
204,207,305,464,Miss Kiet's Children,2016,0,Netherlands,Documentary,Rated,115,2017-12-13,Peter Lataster,['nan'],Dutch,8.4,0.0,11216236720.0,50850748.0,22
205,208,306,465,Miss Lovely,2012,0,India,Crime,Unrated,113,2014-06-20,Ashim Ahluwalia,"['Nawazuddin Siddiqui', ' Niharika Singh', ' Anil George']",Hindi,6.7,0.0,10893180888.0,,42
206,209,307,466,Miss March,2009,1742,USA,Comedy,Rated,90,2009-03-13,Zach Cregger,"['Zach Cregger', ' Trevor Moore', ' Raquel Alessi']",English,5.0,4543320.0,9750709587.0,2099450726.0,27
207,210,309,468,Miss Peregrine's Home for Peculiar Children,2016,3835,UK,Adventure,Rated,127,2016-09-30,Tim Burton,"['Eva Green', ' Asa Butterfield', ' Samuel L. Jackson']",English,6.7,87242834.0,11149116327.0,3051739355.0,54
208,211,310,469,Miss Pettigrew Lives for a Day,2008,539,UK,Comedy,Rated,92,2008-03-07,Bharat Nalluri,"['Amy Adams', ' David Alexander', ' Clare Clifford']",English,7.1,12313694.0,9767268194.0,1427703732.0,32
209,212,312,471,Miss Sharon Jones!,2015,12,USA,Documentary,Unrated,93,2016-07-29,Barbara Kopple,"['Sharon Jones', ' Starr Adkins', ' Binky Griptite']",English,7.3,120880.0,11149116327.0,65052467.0,42
210,213,313,472,Miss Sloane,2016,1648,France,Drama,Rated,132,2016-11-25,John Madden,"['Jessica Chastain', ' Mark Strong', ' Alison Pill']",English,7.4,3500605.0,11149116327.0,2060252692.0,35
211,214,314,473,Miss Stevens,2016,2,USA,Comedy,Unrated,86,2016-09-16,Julia Hart,"['Lily Rabe', ' Timothée Chalamet', ' Lili Reinhart']",English,6.3,4611.0,11149116327.0,1321791183.0,54
212,215,315,474,Miss You Already,2015,384,UK,Comedy,Rated,112,2015-11-06,Catherine Hardwicke,"['Drew Barrymore', ' Shola Adewusi', ' Toni Collette']",English,6.8,1162653.0,10354970864.0,1272411206.0,38
213,216,318,479,The Missing Person,2009,3,USA,Drama,Unrated,95,2009-11-20,Noah Buschel,"['Michael Shannon', ' Frank Wood', ' Amy Ryan']",English,6.2,17896.0,9750709587.0,1089198448.0,29
214,217,319,480,The Missing Picture,2013,9,Cambodia,Documentary,Unrated,92,2014-03-19,Rithy Panh,"['Randal Douc', ' Jean-Baptiste Phou']",French,7.4,52164.0,10893180888.0,49307450.0,47
215,218,320,482,Mission Control: The Unsung Heroes of Apollo,2017,15,USA,Documentary,Rated,101,2017-04-14,David Fairhead,"['James Burke', ' Gerry Griffin', ' Chris Kraft']",English,7.6,16405.0,11216236720.0,50850748.0,38
216,219,321,483,Mission Park,2010,15,USA,Action,Rated,92,2013-09-06,Chip Perro,"['Chip Perro', ' Sam Pannier', ' Lauren Guglielmello']",English,5.1,54204.0,11041914748.0,2219810902.0,51
217,220,323,486,Mission: Impossible - Ghost Protocol,2011,3555,USA,Action,Rated,132,2011-12-16,Brad Bird,"['Tom Cruise', ' Paula Patton', ' Simon Pegg']",English,7.4,209397903.0,10589599184.0,1491832495.0,25
218,221,324,487,Mission: Impossible - Rogue Nation,2015,3988,China,Action,Rated,131,2015-07-31,Christopher McQuarrie,"['Tom Cruise', ' Jeremy Renner', ' Simon Pegg']",English,7.4,195042377.0,10354970864.0,2268082751.0,35
219,222,327,491,Missionary,2013,10,USA,Drama,Rated,90,2014-10-31,Anthony DiBlasi,"['Dawn Olivieri', ' Mitch Ryan', ' Kip Pardue']",English,5.2,2120.0,10893180888.0,1338281892.0,56
220,223,328,493,Mississippi Grind,2015,46,USA,Comedy,Rated,108,2015-09-25,Anna Boden,"['Ben Mendelsohn', ' Yvonne Landry', ' Anthony Howard']",English,6.3,130541.0,10354970864.0,1272411206.0,47
221,224,329,496,The Mist,2007,2423,USA,Horror,Rated,126,2007-11-21,Frank Darabont,"['Thomas Jane', ' Marcia Gay Harden', ' Laurie Holden']",English,7.2,25594957.0,9190502983.0,553237666.0,27
222,226,331,498,Mistaken for Strangers,2013,9,USA,Documentary,Unrated,75,2014-03-28,Tom Berninger,"['Matt Berninger', ' Aaron Dessner', ' Bryce Dessner']",English,7.3,138991.0,10893180888.0,49307450.0,47
223,227,332,500,Mister Lonely,2007,8,UK,Comedy,Unrated,112,2008-05-02,Harmony Korine,"['Diego Luna', ' Samantha Morton', ' Denis Lavant']",English,6.4,167396.0,9767268194.0,1427703732.0,23
224,228,333,503,Mistress America,2015,512,USA,Comedy,Rated,84,2015-08-14,Noah Baumbach,"['Greta Gerwig', ' Lola Kirke', ' Matthew Shear']",English,6.7,2500431.0,10354970864.0,1272411206.0,34
225,229,334,505,Misunderstood,2014,741,Italy,Drama,Unrated,103,1984-03-30,Asia Argento,"['Giulia Salerno', ' Charlotte Gainsbourg', ' Gabriel Garko']",Italian,6.7,1525532.0,,,1
226,230,336,509,The Sea Beast,2008,0,USA,Horror,Rated,90,1926-01-15,Paul Ziller,"['Corin Nemec', ' Miriam McDonald', ' Daniel Wisler']",English,4.3,814000.0,,,1
227,231,340,517,The Sea of Trees,2015,101,USA,Drama,Rated,110,2016-08-26,Gus Van Sant,"['Matthew McConaughey', ' Ryoko Seta', ' Sienna Tow']",English,5.9,20444.0,11149116327.0,2060252692.0,44
228,232,341,518,Sea Rex 3D: Journey to a Prehistoric World,2010,14,UK,Documentary,Rated,41,2010-05-28,Ronan Chapalain,"['Guillaume Denaiffe', ' Norbert Ferrer', ' Chloe Hollings']",English,6.9,6096582.0,10639535233.0,187290939.0,29
229,233,344,523,Search Engines,2016,6,USA,Comedy,Rated,98,2016-10-14,Russell Brown,"['Joely Fisher', ' Natasha Gregson Wagner', ' Grace Folsom']",English,4.5,19033.0,11149116327.0,1321791183.0,46
230,234,345,524,The Search for General Tso,2014,13,USA,Documentary,Unrated,71,2015-01-02,Ian Cheney,['Ian Cheney'],English,6.9,54275.0,10354970864.0,88392417.0,33
231,235,346,526,Search Party,2014,10,USA,Adventure,Rated,93,2016-05-13,Scot Armstrong,"['Adam Pally', ' T.J. Miller', ' Thomas Middleditch']",English,5.6,4571.0,11149116327.0,3051739355.0,32
232,236,347,529,Searching for Sugar Man,2012,157,Sweden,Documentary,Rated,86,2012-07-27,Malik Bendjelloul,"[""Stephen 'Sugar' Segerman"", ' Dennis Coffey', ' Mike Theodore']",English,8.2,3696196.0,10187347362.0,82817592.0,23
233,237,350,532,Season of the Witch,2011,2827,USA,Action,Rated,95,2011-01-07,Dominic Sena,"['Nicolas Cage', ' Ron Perlman', ' Stephen Campbell Moore']",English,5.4,24827228.0,10589599184.0,1491832495.0,23
